amount_financed,days_till_payment,max_client_financed_amount,client_size,debtor_size,debtor_type,client_transactions,debtor_transactions,average_client_spread,debtor_tenure,client_recency,fee_percentage
66470,31,13583041,Small,No Information,private,30,68,-7.769421053,898.0,14.0,3.1725
124950,65,12449185,No Information,Small,private,3,6,-8.051929825,708.0,42.0,2.5425
21478,63,12844979,No Information,Small,public,39,45,-4.425803495,749.0,4.0,3.9125
21478,39,12844979,No Information,Large,public,40,2,-4.475158407,41.0,4.0,3.9125
587202,36,239147214,Large,Large,private,830,24,-3.115671092,118.0,1.0,1.788333333
587202,36,239147214,Large,No Information,private,831,172,-3.110321307,118.0,1.0,1.788333333
380888,60,162308874,Medium,Large,private,151,46,-2.658258553,716.0,8.0,2.1625
45801,47,13856701,Micro Business,Medium,public,4,9,-7.63,868.0,92.0,2.5525
187186,45,56765078,No Information,No Information,private,290,11,-2.48664662,575.0,69.0,2.2625
187186,45,56765078,No Information,Large,public,291,134,-2.505764673,893.0,69.0,2.2625
187186,45,56765078,No Information,No Information,private,292,12,-2.52475178,575.0,69.0,2.2625
187186,45,56765078,No Information,Large,private,293,204,-2.543609282,903.0,69.0,2.2625
187186,45,56765078,No Information,Large,private,294,205,-2.562338503,903.0,69.0,2.2625
187186,45,56765078,No Information,No Information,private,295,13,-2.580940745,575.0,69.0,2.2625
187186,45,56765078,No Information,Large,private,296,206,-2.599417296,903.0,69.0,2.2625
187186,45,56765078,No Information,Large,private,297,207,-2.617769427,903.0,69.0,2.2625
187186,45,56765078,No Information,Large,private,298,208,-2.635998388,903.0,69.0,2.2625
187186,45,56765078,No Information,Large,private,299,209,-2.654105417,903.0,69.0,2.2625
187186,45,56765078,No Information,Large,private,300,210,-2.672091732,903.0,69.0,2.2625
64312,60,22996273,Micro Business,Large,private,162,29,-4.440467128,772.0,6.0,3.0625
64312,60,22996273,Micro Business,Large,private,163,332,-4.457703526,911.0,6.0,3.0625
64312,60,22996273,Micro Business,Large,private,164,73,-4.474729724,553.0,6.0,3.0625
64312,60,22996273,Micro Business,No Information,private,165,5,-4.491549544,211.0,6.0,3.0625
64312,60,22996273,Micro Business,Large,private,166,24,-4.508166715,406.0,6.0,3.0625
33650,28,15731508,Small,Large,private,358,354,-2.181087323,889.0,20.0,3.4625
33650,28,15731508,Small,Large,private,359,355,-2.194092651,889.0,20.0,3.4625
31178,42,2880514,Micro Business,No Information,public,7,25,-1.83283859,793.0,7.0,5.4525
34570,58,9234079,Small,No Information,private,40,17,-0.387442584,800.0,72.0,3.3725
34570,59,9234079,Small,No Information,private,41,18,-0.547261057,800.0,72.0,3.3725
37604,31,40966274,Small,Large,private,82,2,-2.702308345,119.0,22.0,4.1325
37604,41,40966274,Small,No Information,private,83,26,-2.744208245,416.0,22.0,4.1325
183618,28,9214474,Small,Micro Business,public,2,9,-7.024285714,624.0,151.0,3.1625
22449,68,110873366,Small,Large,private,370,705,-1.623946534,131.0,1.0,4.158333333
64260,35,9813079,No Information,Large,private,3,8,-7.333333333,542.0,1.0,2.5225
64923,38,31935351,No Information,No Information,private,8,13,-6.060474838,241.0,78.0,3.3125
61275,38,7966896,No Information,Small,public,50,13,-3.184423929,226.0,23.0,3.3625
187186,37,125715170,Small,No Information,private,109,176,-4.188550859,898.0,25.0,1.3625
187186,37,125715170,Small,No Information,private,110,177,-4.23183676,898.0,25.0,1.3625
187186,37,125715170,Small,No Information,private,111,178,-4.274342736,898.0,25.0,1.3625
187186,37,125715170,Small,No Information,private,112,179,-4.316089675,898.0,25.0,1.3625
281093,32,17233950,Small,Large,public,33,119,-1.454743382,96.0,24.0,1.638333333
148083,30,602702787,Large,Large,private,772,748,-6.593899132,235.0,3.0,2.4725
148083,30,602702787,Large,Large,private,773,749,-6.595511164,235.0,3.0,2.4725
148083,30,602702787,Large,Large,private,774,64,-6.597119031,919.0,3.0,2.4725
187186,30,26276480,Micro Business,Large,private,58,71,-6.839176821,682.0,2.0,2.4625
187186,30,26276480,Micro Business,Large,private,59,72,-6.856309418,682.0,2.0,2.4625
187186,30,26276480,Micro Business,Large,private,60,73,-6.872870927,682.0,2.0,2.4625
187186,30,26276480,Micro Business,Large,private,61,74,-6.888889437,682.0,2.0,2.4625
187186,30,26276480,Micro Business,Large,private,62,75,-6.90439122,682.0,2.0,2.4625
187186,30,26276480,Micro Business,Large,private,63,76,-6.919400883,682.0,2.0,2.4625
249900,36,29031402,No Information,Large,private,38,40,-2.045951611,128.0,5.0,1.958333333
39743,90,23215669,Small,Large,private,650,90,-1.895149472,608.0,16.0,2.9525
39743,90,23215669,Small,Large,private,651,91,-1.903544019,608.0,16.0,2.9525
178545,30,13583041,Small,No Information,private,31,69,-7.776536503,900.0,2.0,2.3225
178545,30,13583041,Small,No Information,private,32,70,-7.783207237,900.0,2.0,2.3225
178545,30,13583041,Small,No Information,private,33,71,-7.789473684,900.0,2.0,2.3225
178545,30,13583041,Small,No Information,private,34,72,-7.795371517,900.0,2.0,2.3225
178545,30,13583041,Small,No Information,private,35,73,-7.800932331,900.0,2.0,2.3225
178545,30,13583041,Small,No Information,private,36,74,-7.806184211,900.0,2.0,2.3225
178545,30,13583041,Small,No Information,private,37,75,-7.811152205,900.0,2.0,2.3225
178545,30,13583041,Small,No Information,private,38,76,-7.815858726,900.0,2.0,2.3225
22751,30,13284586,Small,Micro Business,public,23,143,-5.469450801,908.0,34.0,3.7925
22751,30,13284586,Small,Medium,public,24,14,-5.513223684,866.0,34.0,3.7925
187186,32,96443745,No Information,Large,private,37,54,-6.341688286,802.0,6.0,2.4125
187186,30,33472152,No Information,Large,private,36,521,-5.47516979,919.0,16.0,3.3125
187186,35,32098450,No Information,Large,private,11,3,-6.21647471,886.0,4.0,2.6525
13685,30,2862260,Micro Business,Micro Business,public,3,3,-6.320833333,24.0,21.0,3.5625
743652,30,35676522,Small,Large,private,26,99,-2.828448714,845.0,7.0,2.1625
5682529,42,841290124,Medium,Large,private,30,45,-3.896547967,809.0,18.0,1.0625
1109390,30,111540982,No Information,Large,private,65,88,-5.580146925,882.0,18.0,2.1625
57120,32,45267089,Small,Micro Business,public,39,4,-6.516446599,24.0,6.0,3.3425
25000,43,4925000,No Information,No Information,private,3,3,-6.638596491,54.0,32.0,3.6125
187186,32,35188841,Small,Large,private,63,6,-3.510314035,103.0,20.0,1.8625
27280,30,18022237,Small,No Information,private,145,49,-2.762545357,635.0,13.0,3.4625
45101,35,35693217,Small,No Information,private,182,94,-5.412750999,917.0,4.0,4.5625
45101,35,35693217,Small,No Information,private,183,95,-5.41459389,917.0,4.0,4.5625
93772,60,13717511,Micro Business,Small,public,20,13,-4.668341336,294.0,12.0,3.0225
70668,35,150156627,Small,Large,private,32,334,-7.628322368,913.0,4.0,3.1425
70668,35,150156627,Small,Large,private,33,335,-7.614433812,913.0,4.0,3.1425
187186,29,93419332,Medium,Large,private,176,224,-4.404527184,920.0,7.0,3.7025
110670,68,10841674,Small,No Information,private,86,17,-2.02293104,439.0,40.0,3.5625
110670,68,10841674,Small,Micro Business,private,87,7,-2.077265166,255.0,40.0,3.5625
168731,30,43837140,No Information,No Information,private,74,58,-4.023807181,853.0,12.0,2.3325
179690,30,230298796,Medium,Large,private,401,340,-4.725418706,901.0,6.0,2.1625
179690,30,230298796,Medium,Large,private,402,341,-4.733937565,901.0,6.0,2.1625
179690,30,230298796,Medium,Large,private,403,342,-4.742414147,901.0,6.0,2.1625
179690,30,230298796,Medium,Large,private,404,343,-4.750848765,901.0,6.0,2.1625
237048,59,132736884,Small,No Information,private,37,62,-5.392092392,655.0,10.0,1.8625
167077,20,15980645,Small,Medium,public,34,11,-7.541764706,46.0,12.0,2.6025
167077,20,15980645,Small,No Information,private,35,25,-7.546571429,182.0,12.0,2.6025
167077,27,15980645,Small,Medium,public,36,12,-7.551111111,46.0,12.0,2.6025
108739,51,122463034,Small,Large,public,16,433,-7.168662042,916.0,21.0,2.1625
187186,69,34236697,No Information,Large,private,17,16,-2.932313973,906.0,55.0,2.1625
187186,34,223287414,Small,Micro Business,public,21,144,-1.663963678,909.0,28.0,2.5625
40841,62,34246922,Micro Business,No Information,private,63,40,-4.399932407,910.0,0.0,2.9225
40841,62,34246922,Micro Business,No Information,private,64,41,-4.446652213,910.0,0.0,2.9225
187186,45,8269310,No Information,Large,private,6,143,-7.172631579,914.0,47.0,2.8025
187186,45,8269310,No Information,Large,private,7,144,-7.220827068,914.0,47.0,2.8025
187186,45,8269310,No Information,Large,private,8,145,-7.256973684,914.0,47.0,2.8025
187186,30,390759476,Large,Large,public,55,120,-7.420163798,885.0,20.0,2.0125
267750,90,136059840,Medium,No Information,private,14,24,-4.811425614,675.0,6.0,2.2125
58900,32,59843081,No Information,No Information,private,75,17,-3.937756418,62.0,20.0,2.888333333
187186,31,577150,No Information,Micro Business,public,13,11,2.402591575,858.0,182.0,3.3125
35652,45,13882226,Micro Business,No Information,public,63,19,-3.552950094,747.0,14.0,3.0825
451637,30,237213322,Medium,No Information,private,63,2,-8.156934002,53.0,13.0,2.1625
187186,31,3785200,Micro Business,Large,private,8,8,-3.636071429,755.0,14.0,4.6325
76972,49,55227846,Small,Large,public,9,434,-6.710478469,917.0,40.0,2.4025
76972,49,55227846,Small,Large,public,10,435,-6.830430622,917.0,40.0,2.4025
187186,58,51709641,Small,Large,private,490,6,-4.47644563,732.0,32.0,1.8625
187186,58,51709641,Small,Large,private,492,156,-4.49259829,910.0,32.0,1.8625
187186,58,51709641,Small,Large,private,493,3,-4.500625474,732.0,32.0,1.8625
187186,58,51709641,Small,Large,private,495,566,-4.516582543,901.0,32.0,1.8625
187186,58,51709641,Small,Large,private,496,567,-4.52451282,901.0,32.0,1.8625
187186,58,51709641,Small,Large,private,497,157,-4.532411184,910.0,32.0,1.8625
187186,58,51709641,Small,Large,private,499,158,-4.548112943,910.0,32.0,1.8625
187186,58,51709641,Small,Large,private,500,159,-4.555916717,910.0,32.0,1.8625
187186,58,51709641,Small,Large,private,501,26,-4.563689339,732.0,32.0,1.8625
108468,59,29739386,Small,Large,private,373,40,-3.89570796,470.0,18.0,2.6225
108468,30,29739386,Small,Large,private,374,221,-3.905853126,918.0,18.0,2.6225
108468,30,29739386,Small,Large,private,375,442,-3.915944184,862.0,18.0,2.6225
108468,30,29739386,Small,Large,private,376,443,-3.925981567,862.0,18.0,2.6225
108468,30,29739386,Small,Large,private,377,444,-3.9359657,862.0,18.0,2.6225
108468,30,29739386,Small,Large,private,378,445,-3.945897008,862.0,18.0,2.6225
108468,30,29739386,Small,Large,private,379,446,-3.955775908,862.0,18.0,2.6225
108468,30,29739386,Small,Large,private,380,222,-3.965602813,918.0,18.0,2.6225
108468,90,29739386,Small,Large,private,381,196,-3.975378134,798.0,18.0,2.6225
108468,90,29739386,Small,Large,private,382,197,-3.985102275,798.0,18.0,2.6225
108468,90,29739386,Small,Large,private,383,198,-3.994775637,798.0,18.0,2.6225
108468,90,29739386,Small,Large,private,384,199,-4.004398617,798.0,18.0,2.6225
108468,30,29739386,Small,Large,private,385,447,-4.013971608,862.0,18.0,2.6225
187186,31,26739444,Small,Large,private,19,70,-1.813818038,914.0,48.0,2.6325
187186,43,33241457,Micro Business,Large,private,66,140,-4.379947253,755.0,8.0,2.5625
521512,19,178156089,Medium,Large,public,55,102,-7.551636364,890.0,83.0,2.2125
521512,19,178156089,Medium,Large,public,56,103,-7.561428571,890.0,83.0,2.2125
521512,19,178156089,Medium,Large,public,57,104,-7.570877193,890.0,83.0,2.2125
521512,19,178156089,Medium,Large,public,58,105,-7.58,890.0,83.0,2.2125
521512,19,178156089,Medium,Large,public,59,106,-7.588813559,890.0,83.0,2.2125
521512,19,178156089,Medium,Large,public,60,107,-7.597333333,890.0,83.0,2.2125
593137,20,194431493,Medium,No Information,public,21,128,-6.88965151,880.0,4.0,1.8125
187186,36,58445580,Medium,Medium,public,180,2,-3.887829304,18.0,18.0,2.9925
187186,34,110317689,Medium,Medium,public,65,4,-4.73067468,62.0,32.0,1.6625
23400,62,19276826,No Information,Medium,public,49,12,-4.289630244,662.0,4.0,3.5925
150150,29,77893979,No Information,No Information,public,25,129,-6.700486124,880.0,13.0,2.4625
1941169,43,12562349,No Information,Micro Business,public,2,7,-8.37,186.0,82.0,1.6125
187186,31,12070097,Micro Business,Large,private,15,16,-2.754668197,418.0,55.0,2.7425
70471,78,33015443,Micro Business,Large,private,19,30,-6.971507717,649.0,32.0,2.4525
4143020,56,398392573,Large,Micro Business,public,23,137,-7.205820604,882.0,5.0,2.1625
20111,31,3358656,No Information,Large,private,35,162,-2.184112196,886.0,32.0,6.5425
59499,46,27626445,No Information,No Information,private,184,180,-0.184851472,113.0,0.0,2.018333333
187186,30,27055663,Small,Large,private,27,58,-5.429735571,900.0,4.0,3.8625
157674,65,5353558,Small,Large,private,4,8,-7.0525,861.0,39.0,3.4925
187186,29,4172140,Micro Business,Large,private,2,17,-7.212894737,419.0,54.0,3.1225
63458,58,9171673,No Information,No Information,private,21,63,-6.083191013,656.0,28.0,3.2325
63458,37,9171673,No Information,No Information,private,22,64,-6.128500513,656.0,28.0,3.2325
31382,30,20879388,No Information,Large,private,51,74,-5.964788174,557.0,1.0,3.2525
31382,30,20879388,No Information,Large,private,52,75,-5.98584994,557.0,1.0,3.2525
316589,33,31969378,Small,Large,private,13,61,-5.913002244,907.0,32.0,1.7125
142324,62,33764289,Medium,No Information,private,4,5,-8.25,869.0,1.0,2.0625
187186,32,44878865,Micro Business,Large,private,63,121,3.448095238,127.0,7.0,2.978333333
187186,32,44878865,Micro Business,Large,private,64,122,3.43359375,127.0,7.0,2.978333333
91992,44,5527878,Small,Large,private,17,39,-4.285448112,917.0,5.0,2.3525
187186,30,44003879,Small,Large,private,52,152,-5.304991016,804.0,13.0,2.0925
187186,30,44003879,Small,Large,private,53,153,-5.359991185,804.0,13.0,2.0925
258930,60,18926022,Medium,Large,private,3593,1589,0.981021993,132.0,1.0,3.328333333
258930,60,18926022,Medium,Large,private,3594,1510,0.981547585,132.0,1.0,3.328333333
258930,60,18926022,Medium,Large,private,3595,1511,0.982072884,132.0,1.0,3.328333333
258930,60,18926022,Medium,Large,private,3596,1512,0.982597892,132.0,1.0,3.328333333
258930,60,18926022,Medium,Large,private,3597,1513,0.983122607,132.0,1.0,3.328333333
258930,60,18926022,Medium,Large,private,3598,1514,0.983647031,132.0,1.0,3.328333333
258930,60,18926022,Medium,Large,private,3599,1590,0.984171164,132.0,1.0,3.328333333
258930,60,18926022,Medium,Large,private,3600,1515,0.984695005,132.0,1.0,3.328333333
258930,61,18926022,Medium,Large,private,3601,1516,0.985218556,132.0,1.0,3.328333333
258930,61,18926022,Medium,Large,private,3602,1517,0.985741815,132.0,1.0,3.328333333
258930,61,18926022,Medium,Large,private,3603,1518,0.986264785,132.0,1.0,3.328333333
258930,61,18926022,Medium,Large,private,3604,1519,0.986787464,132.0,1.0,3.328333333
652752,33,602702787,Large,Large,private,775,750,-6.598671135,238.0,2.0,2.5125
652752,33,602702787,Large,Large,private,776,751,-6.60021924,238.0,2.0,2.5125
652752,33,602702787,Large,Large,private,777,752,-6.601763359,238.0,2.0,2.5125
652752,33,602702787,Large,Large,private,778,753,-6.603303509,238.0,2.0,2.5125
652752,33,602702787,Large,Large,private,779,754,-6.604839705,238.0,2.0,2.5125
652752,33,602702787,Large,Large,private,780,755,-6.606371961,238.0,2.0,2.5125
652752,33,602702787,Large,Large,private,781,756,-6.607900294,238.0,2.0,2.5125
78730,48,28676619,No Information,Large,private,111,91,-5.858858063,781.0,15.0,2.9125
78730,48,28676619,No Information,Large,private,112,92,-5.872618259,781.0,15.0,2.9125
78730,30,28676619,No Information,Large,private,113,218,-5.886134912,285.0,15.0,2.9125
78730,48,28676619,No Information,Large,private,114,93,-5.89941443,781.0,15.0,2.9125
78730,48,28676619,No Information,Large,private,115,94,-5.912463,781.0,15.0,2.9125
78730,48,28676619,No Information,Large,private,116,95,-5.925286595,781.0,15.0,2.9125
918371,30,252892500,Medium,No Information,private,211,1334,-7.655721769,754.0,6.0,2.0625
918371,30,252892500,Medium,No Information,private,212,1335,-7.658524968,754.0,6.0,2.0625
31654,44,6069000,No Information,Large,private,39,155,-1.537205377,916.0,26.0,4.8625
31654,44,6069000,No Information,Large,private,40,156,-1.635025242,916.0,26.0,4.8625
216000,37,3888000,Micro Business,Large,public,9,20,-5.190699856,782.0,23.0,3.9525
187186,44,25717734,No Information,Large,private,108,7,-1.095765864,693.0,14.0,2.3825
187186,44,25717734,No Information,Large,private,109,8,-1.15846526,693.0,14.0,2.3825
187186,42,2791486,No Information,Medium,private,88,31,-0.80591495,868.0,19.0,3.3125
614846,40,32804353,Micro Business,Micro Business,public,3,8,-7.154166667,187.0,97.0,2.0625
189411,30,39759582,No Information,Large,public,14,14,-5.943600394,337.0,19.0,1.8625
79419,33,51500057,Small,Large,private,95,77,-3.224975117,793.0,7.0,1.9325
38734,37,7838828,No Information,No Information,private,51,44,-3.13373136,310.0,15.0,5.0625
38734,37,7838828,No Information,No Information,private,52,45,-3.174428833,310.0,15.0,5.0625
187186,29,67178403,No Information,Large,private,119,219,-6.517332272,286.0,6.0,2.3825
70019,59,7330037,Micro Business,Micro Business,public,6,71,-4.082380952,727.0,16.0,2.1625
196255,74,210378246,No Information,Large,private,16,155,-6.48190672,922.0,63.0,2.5225
196255,74,210378246,No Information,Large,private,17,156,-6.558853383,922.0,63.0,2.5225
196255,74,210378246,No Information,Large,private,18,157,-6.627250418,922.0,63.0,2.5225
196255,74,210378246,No Information,Large,private,19,158,-6.688447764,922.0,63.0,2.5225
196255,74,210378246,No Information,Large,private,20,159,-6.743525376,922.0,63.0,2.5225
196255,74,210378246,No Information,Large,private,21,160,-6.793357501,922.0,63.0,2.5225
196255,74,210378246,No Information,Large,private,22,161,-6.838659433,922.0,63.0,2.5225
196255,74,210378246,No Information,Large,private,23,162,-6.880022066,922.0,63.0,2.5225
196255,74,210378246,No Information,Large,private,24,163,-6.917937813,922.0,63.0,2.5225
196255,74,210378246,No Information,Large,private,25,164,-6.952820301,922.0,63.0,2.5225
285148,32,602702787,Large,Large,private,782,757,-6.609424719,238.0,0.0,2.5125
21420,57,46340875,Small,Large,private,229,251,-0.0298969,918.0,7.0,3.6125
187186,32,108115557,No Information,Large,private,71,220,-6.743605705,286.0,33.0,1.7925
187186,32,108115557,No Information,Large,private,72,221,-6.768277848,286.0,33.0,1.7925
