amount_financed,days_till_payment,max_client_financed_amount,client_size,debtor_size,debtor_type,client_transactions,debtor_transactions,average_client_spread,debtor_tenure,client_recency,fee_percentage
225535,29,237213322,Medium,No Information,private,61,10,-8.157161346,67.0,1.0,2.1625
225535,29,237213322,Medium,Large,private,62,7,-8.15704584,68.0,1.0,2.1625
187186,30,19742100,No Information,No Information,private,40,69,-1.573336484,896.0,15.0,7.3425
187186,28,6902536,No Information,Large,private,43,56,-1.810692548,811.0,64.0,3.7725
72092,45,77281026,No Information,Large,private,41,36,-7.873684211,53.0,0.0,2.9125
72092,45,77281026,No Information,Large,private,42,37,-7.862406015,53.0,0.0,2.9125
72092,45,77281026,No Information,Large,private,43,38,-7.851652387,53.0,0.0,2.9125
72092,45,77281026,No Information,Large,private,44,39,-7.84138756,53.0,0.0,2.9125
20385,56,43459802,Small,Large,private,225,248,0.036860489,903.0,6.0,3.9725
261392,58,12589899,Micro Business,Large,public,5,428,-7.986,903.0,20.0,2.1625
34617,45,9527295,Micro Business,Large,private,41,377,-2.934401831,854.0,28.0,3.3625
7437,72,7894586,No Information,Small,public,36,36,-4.167953786,739.0,6.0,7.8725
692366,46,141227767,No Information,Large,public,140,429,-3.898252163,903.0,12.0,1.8625
692366,46,141227767,No Information,Large,public,141,430,-3.930534063,903.0,12.0,1.8625
180315,21,15201751,Small,No Information,private,30,21,-7.555333333,169.0,14.0,2.9625
180315,21,15201751,Small,No Information,private,31,22,-7.548709677,169.0,14.0,2.9625
180315,27,15201751,Small,No Information,private,32,23,-7.5425,169.0,14.0,2.9625
180315,28,15201751,Small,No Information,private,33,24,-7.536666667,169.0,14.0,2.9625
187186,30,37172537,No Information,Large,private,20,23,-5.886419344,890.0,15.0,2.6725
79260,33,30501380,Small,No Information,private,12,4,-7.127280702,85.0,4.0,2.3825
573072,30,77893979,No Information,No Information,public,23,124,-6.600528396,867.0,18.0,1.5625
284671,61,17813439,Medium,Large,private,3587,1506,0.97795986,130.0,0.0,3.258333333
284671,61,17813439,Medium,Large,private,3588,1507,0.978467675,130.0,0.0,3.258333333
284671,61,17813439,Medium,Large,private,3589,1508,0.978975207,130.0,0.0,3.258333333
284671,61,17813439,Medium,Large,private,3590,1587,0.979482457,130.0,0.0,3.258333333
284671,61,17813439,Medium,Large,private,3591,1588,0.979989423,130.0,0.0,3.258333333
284671,61,17813439,Medium,Large,private,3592,1509,0.980496108,130.0,0.0,3.258333333
201210,42,23722992,Small,Large,private,72,146,-1.980878179,896.0,4.0,1.7625
201210,42,23722992,Small,Large,private,73,147,-2.070866149,896.0,4.0,1.7625
187186,30,711073146,Medium,Large,private,34,23,-3.547364121,904.0,34.0,1.6625
152320,37,29306606,No Information,Large,private,12,36,-6.069268484,881.0,21.0,2.6625
187186,33,40449290,No Information,Large,private,22,54,-7.626828435,903.0,2.0,1.9325
81357,65,31166336,Small,No Information,private,157,73,-0.926241661,907.0,5.0,3.6725
187186,40,12666868,Micro Business,Large,private,9,153,0.281746032,901.0,27.0,2.4725
187186,33,94078471,No Information,Large,private,35,52,-6.245499045,790.0,5.0,3.2525
187186,37,51223499,No Information,Large,private,117,216,-6.491303764,271.0,4.0,2.0525
187186,30,27055663,Small,Large,private,21,57,-5.036326686,886.0,12.0,1.9625
51502,58,11995910,No Information,No Information,public,19,23,-7.153157895,784.0,5.0,2.8125
187186,28,179089593,Medium,Large,private,135,67,-8.429615149,597.0,4.0,1.4425
187186,28,179089593,Medium,Large,private,136,74,-8.432853273,159.0,4.0,1.4425
187186,28,179089593,Medium,Large,private,137,75,-8.436044125,159.0,4.0,1.4425
187186,28,179089593,Medium,Large,private,138,68,-8.439188733,597.0,4.0,1.4425
187186,28,179089593,Medium,Large,private,139,69,-8.442288094,597.0,4.0,1.4425
187186,28,179089593,Medium,Large,private,140,76,-8.445343179,159.0,4.0,1.4425
187186,28,179089593,Medium,Large,private,141,77,-8.44835493,159.0,4.0,1.4425
3722477,44,79731630,No Information,Large,private,26,127,-1.378684211,902.0,20.0,1.7625
513124,28,47241166,Medium,No Information,private,3,3,-8.416666667,7.0,7.0,2.1625
145536,33,9819762,No Information,Micro Business,public,28,35,-4.288952888,754.0,1.0,6.0125
28798,37,32956812,Small,No Information,private,169,92,-5.431187466,905.0,1.0,6.0625
28798,51,32956812,Small,No Information,private,170,75,-5.424239305,673.0,1.0,6.0625
28798,51,32956812,Small,No Information,private,171,76,-5.417372408,673.0,1.0,6.0625
187186,30,35972536,Small,Large,private,51,149,-5.247833977,791.0,16.0,2.0825
38017,56,12104439,No Information,No Information,public,46,20,-4.115475695,723.0,5.0,2.8525
42931,33,51500057,Small,Large,private,94,75,-3.170134427,779.0,7.0,2.6125
187186,37,113346987,No Information,Large,private,10,65,-9.389,888.0,9.0,1.0725
93923,35,54135589,No Information,No Information,private,60,17,-2.51782636,539.0,62.0,2.3025
99857,30,46132159,Small,Large,private,216,62,-3.760759309,898.0,6.0,2.2725
99857,30,46132159,Small,Large,private,217,63,-3.780479313,898.0,6.0,2.2725
99857,30,46132159,Small,Large,private,218,64,-3.800018398,898.0,6.0,2.2725
99857,30,46132159,Small,Large,private,219,65,-3.819379045,898.0,6.0,2.2725
99857,30,46132159,Small,Large,private,220,66,-3.838563686,898.0,6.0,2.2725
187186,28,42126000,No Information,Large,private,10,137,-5.663880952,742.0,160.0,1.1625
187186,40,42126000,No Information,Large,private,11,138,-5.980800866,742.0,160.0,1.1625
187186,42,42126000,No Information,Large,private,12,139,-6.244900794,742.0,160.0,1.1625
431636,73,100619612,No Information,Micro Business,public,30,134,-5.485518505,869.0,13.0,2.1125
431636,73,100619612,No Information,Micro Business,public,31,135,-5.573082424,869.0,13.0,2.1125
159441,24,21754765,Micro Business,Micro Business,public,6,6,-8.061929825,680.0,8.0,2.1125
280608,47,150555999,No Information,Large,private,113,67,-4.677622195,752.0,2.0,1.9125
286172,30,69299835,No Information,Large,private,40,96,-4.643865791,835.0,3.0,2.2125
286172,30,69299835,No Information,Large,private,41,97,-4.728161747,835.0,3.0,2.2125
286172,30,69299835,No Information,Large,private,42,98,-4.80844361,835.0,3.0,2.2125
105191,28,8914849,No Information,Medium,private,2,2,-8.26,765.0,27.0,2.2425
99529,33,7466025,Medium,No Information,public,179,125,-3.868655166,90.0,11.0,2.068333333
223958,35,45267089,Small,Small,public,38,4,-6.504510983,196.0,2.0,2.1725
359975,60,132736884,Small,No Information,private,36,61,-5.307150514,645.0,9.0,1.8625
20987,60,84608587,Small,No Information,private,112,114,-5.779980979,694.0,1.0,6.2525
441371,31,36566201,Micro Business,No Information,private,34,67,-4.611977749,899.0,24.0,2.1625
441371,31,36566201,Micro Business,No Information,private,35,68,-4.713064099,899.0,24.0,2.1625
118408,31,602702787,Large,Large,private,745,721,-6.554429705,226.0,3.0,2.5625
118408,31,602702787,Large,Large,private,746,722,-6.556032346,226.0,3.0,2.5625
118408,31,602702787,Large,Large,private,747,723,-6.557630696,226.0,3.0,2.5625
118408,31,602702787,Large,Large,private,748,724,-6.559224773,226.0,3.0,2.5625
118408,31,602702787,Large,Large,private,749,725,-6.560814593,226.0,3.0,2.5625
187186,31,222222683,No Information,No Information,private,111,411,-4.990766951,898.0,10.0,1.3025
37018,31,17094543,No Information,No Information,public,20,24,-7.1205,786.0,2.0,3.8125
187186,45,98467686,Small,Large,private,212,219,-2.375448054,903.0,2.0,3.0225
124231,31,81120355,Medium,Large,private,172,220,-4.326492932,909.0,3.0,2.1825
124231,31,81120355,Medium,Large,private,173,221,-4.348478522,909.0,3.0,2.1825
187186,60,111984425,Small,Large,private,150,8,-1.22815015,583.0,13.0,1.8725
187186,60,111984425,Small,No Information,private,151,34,-1.275910745,611.0,13.0,1.8725
17921,35,15973763,Micro Business,Large,private,3,76,-5.096666667,781.0,25.0,6.8925
187186,28,46765008,Small,No Information,private,477,91,-1.716070555,846.0,15.0,2.1625
28322,63,32956812,Small,No Information,private,172,77,-5.416399313,675.0,2.0,5.0625
603330,59,30227904,Small,No Information,public,5,6,-5.958515038,317.0,51.0,1.7125
569415,45,88124736,Small,Large,private,69,378,-2.904855556,857.0,18.0,1.7125
58000,32,4085500,Micro Business,Large,public,9,10,-5.618128655,828.0,9.0,3.3725
58000,32,4085500,Micro Business,No Information,public,10,3,-5.750315789,17.0,9.0,3.3725
83923,62,23784438,Micro Business,Large,private,161,23,-4.423016613,400.0,7.0,2.7425
302569,30,10599565,Small,No Information,private,47,28,-1.831148639,751.0,59.0,2.1625
25124,60,12197685,No Information,Large,private,68,38,-0.279026611,668.0,20.0,5.6525
67667,67,7941091,No Information,Small,public,37,43,-4.273684765,745.0,5.0,2.2325
67667,67,7941091,No Information,Small,public,38,44,-4.373850955,745.0,5.0,2.2325
127424,47,78196443,No Information,Micro Business,public,141,10,4.320425532,68.0,2.0,3.728333333
127424,47,78196443,No Information,No Information,public,142,86,4.313028169,89.0,2.0,3.728333333
127424,47,78196443,No Information,No Information,public,143,87,4.305734266,89.0,2.0,3.728333333
187186,35,38538692,Micro Business,Large,private,191,150,-1.667301916,795.0,48.0,1.7025
187186,35,38538692,Micro Business,Large,private,192,84,-1.703461802,887.0,48.0,1.7025
187186,35,38538692,Micro Business,Large,private,193,17,-1.739246974,110.0,48.0,1.7025
187186,35,38538692,Micro Business,Large,private,194,18,-1.774663227,110.0,48.0,1.7025
187186,35,38538692,Micro Business,Large,private,195,151,-1.809716236,795.0,48.0,1.7025
187186,35,75328782,Small,Large,private,183,282,-1.961548695,899.0,6.0,2.3125
187186,35,75328782,Small,Large,private,184,283,-1.994366365,899.0,6.0,2.3125
187186,35,75328782,Small,Large,private,185,284,-2.02682925,899.0,6.0,2.3125
187186,30,442254907,No Information,Large,private,110,150,2.140731602,130.0,13.0,3.658333333
187186,32,602702787,Large,Large,private,750,726,-6.56246684,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,751,727,-6.564114687,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,752,728,-6.565758151,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,753,729,-6.567397251,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,754,730,-6.569032002,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,755,731,-6.570662424,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,756,732,-6.572288532,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,757,733,-6.573910343,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,758,734,-6.575527876,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,759,735,-6.577141146,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,760,736,-6.578750171,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,761,737,-6.580354967,229.0,3.0,2.5125
187186,32,602702787,Large,Large,private,762,738,-6.581955551,229.0,3.0,2.5125
388392,39,66816744,No Information,Large,private,20,81,-5.453515246,882.0,9.0,2.1125
91003,35,122859751,No Information,Large,private,242,87,-4.68459875,870.0,5.0,2.7125
91003,38,122859751,No Information,Large,private,243,699,-4.696596286,912.0,5.0,2.7125
91003,38,122859751,No Information,Large,private,244,700,-4.708495481,912.0,5.0,2.7125
91003,38,122859751,No Information,Large,private,245,701,-4.720297541,912.0,5.0,2.7125
187186,79,26488329,Micro Business,Large,private,31,124,-7.016650497,892.0,32.0,2.5625
187186,79,26488329,Micro Business,Large,private,32,125,-7.039567669,892.0,32.0,2.5625
187186,79,26488329,Micro Business,Large,private,33,126,-7.061095922,892.0,32.0,2.5625
187186,79,26488329,Micro Business,Large,private,34,127,-7.081357806,892.0,32.0,2.5625
187186,79,26488329,Micro Business,Large,private,35,128,-7.100461869,892.0,32.0,2.5625
84771,31,6056588,Micro Business,No Information,private,8,450,-6.563357613,909.0,0.0,2.8825
263683,31,93419332,Medium,Large,private,174,222,-4.370326347,913.0,3.0,2.1625
263683,31,93419332,Medium,Large,private,175,223,-4.391924482,913.0,3.0,2.1625
360015,29,36620962,Small,Micro Business,public,9,3,-5.332042986,213.0,26.0,2.1125
595771,29,194431493,Medium,No Information,public,20,126,-6.809134085,872.0,11.0,2.2125
291033,46,10373252,No Information,Large,public,22,15,-7.292296651,774.0,12.0,2.4125
291033,46,10373252,No Information,No Information,public,23,127,-7.318718535,872.0,12.0,2.4125
499875,30,30468451,Small,Large,public,8,11,-7.638947368,881.0,7.0,2.4625
98575,32,602702787,Large,Large,private,763,739,-6.583407772,229.0,0.0,2.6225
128520,55,11781000,Micro Business,No Information,private,35,90,-1.259947743,910.0,33.0,2.5225
521434,44,61159027,Small,Large,private,8,7,-6.885197368,60.0,20.0,2.2125
521434,44,61159027,Small,Large,private,9,8,-7.020175439,60.0,20.0,2.2125
521434,44,61159027,Small,Large,private,10,9,-7.128157895,60.0,20.0,2.2125
126318,62,7266545,No Information,Large,private,90,330,0.21621843,908.0,6.0,3.6025
126318,62,7266545,No Information,Large,private,91,331,0.140106139,908.0,6.0,3.6025
1289365,30,252892500,Medium,No Information,private,198,1316,-7.612764107,746.0,11.0,2.0025
1289365,30,252892500,Medium,No Information,private,199,1317,-7.616267805,746.0,11.0,2.0025
1289365,30,252892500,Medium,No Information,private,200,1318,-7.619736466,746.0,11.0,2.0025
1289365,30,252892500,Medium,No Information,private,201,1319,-7.623170613,746.0,11.0,2.0025
1289365,30,252892500,Medium,No Information,private,202,1320,-7.626570759,746.0,11.0,2.0025
444822,38,230298796,Medium,Large,private,394,702,-4.664575891,913.0,11.0,2.1625
444822,38,230298796,Medium,Large,private,395,703,-4.67339975,913.0,11.0,2.1625
444822,30,230298796,Medium,Large,private,396,335,-4.682179043,894.0,11.0,2.1625
444822,30,230298796,Medium,Large,private,397,336,-4.690914109,894.0,11.0,2.1625
444822,30,230298796,Medium,Large,private,398,337,-4.699605279,894.0,11.0,2.1625
444822,30,230298796,Medium,Large,private,399,338,-4.708252885,894.0,11.0,2.1625
444822,30,230298796,Medium,Large,private,400,339,-4.716857253,894.0,11.0,2.1625
178143,37,46843851,Small,Micro Business,public,9,60,-6.902272727,762.0,20.0,2.3225
13268,51,266991282,Small,Large,private,226,249,0.056608894,127.0,6.0,4.958333333
4035220,78,88079139,Small,Large,private,19,19,-4.162338871,494.0,32.0,1.7625
192198,31,15973763,Micro Business,Micro Business,public,4,7,-5.8425,592.0,3.0,2.2325
25443,30,5287363,Small,No Information,private,2,3,-6.379285714,160.0,160.0,3.5825
188222,30,78232157,No Information,Large,private,229,32,-1.434858238,885.0,7.0,1.7125
187186,33,9686528,Micro Business,Large,private,6,55,-6.810726817,908.0,28.0,2.7325
33653,30,13208016,No Information,Large,private,56,155,-3.815442963,903.0,69.0,3.1525
33653,45,13208016,No Information,Large,private,57,9,-3.874119402,171.0,69.0,3.1525
33653,45,13208016,No Information,Large,private,58,10,-3.930772516,171.0,69.0,3.1525
187186,30,52183970,Medium,Large,private,59,69,-2.494244821,907.0,12.0,2.1625
720187,29,164281949,Small,No Information,private,1147,1321,-2.850506688,746.0,11.0,2.1125
720187,29,164281949,Small,No Information,private,1148,1322,-2.855166525,746.0,11.0,2.1125
720187,29,164281949,Small,No Information,private,1149,1323,-2.859818251,746.0,11.0,2.1125
720187,29,164281949,Small,No Information,private,1150,1324,-2.864461888,746.0,11.0,2.1125
720187,29,164281949,Small,No Information,private,1151,1325,-2.869097455,746.0,11.0,2.1125
153746,60,128366618,Medium,Large,public,9,431,-6.97572264,909.0,45.0,2.5125
49980,62,32582200,Medium,Large,private,35,4,-6.645397959,661.0,27.0,2.7225
538931,30,94078471,No Information,Large,private,36,53,-6.298401849,796.0,5.0,2.1625
187186,44,100539738,Small,Large,private,213,220,-2.399225294,907.0,3.0,2.8725
49287,62,29831028,Small,Large,private,53,7,-1.405874247,846.0,38.0,3.8925
48552,45,12916583,Small,Medium,public,5,11,-6.672,655.0,35.0,3.9225
21527,52,28220731,Micro Business,Large,private,91,50,-4.327073355,903.0,25.0,3.9125
47223,65,45217635,No Information,Large,private,15,33,-6.920536683,250.0,11.0,2.7225
187186,38,45216926,No Information,Large,private,13,105,-7.212077791,468.0,34.0,2.0825
187186,31,53807946,Micro Business,Large,private,255,359,-6.985920738,860.0,8.0,2.1925
187186,31,53807946,Micro Business,Large,private,256,360,-6.990350735,860.0,8.0,2.1925
187186,31,53807946,Micro Business,Large,private,257,361,-6.994746257,860.0,8.0,2.1925
187186,31,53807946,Micro Business,Large,private,258,362,-6.999107706,860.0,8.0,2.1925
187186,31,53807946,Micro Business,Large,private,259,363,-7.003435475,860.0,8.0,2.1925
187186,31,53807946,Micro Business,Large,private,260,364,-7.007729954,860.0,8.0,2.1925
187186,31,53807946,Micro Business,Large,private,261,365,-7.011991525,860.0,8.0,2.1925
187186,31,53807946,Micro Business,Large,private,262,366,-7.016220565,860.0,8.0,2.1925
187186,31,53807946,Micro Business,Large,private,263,367,-7.020417445,860.0,8.0,2.1925
187186,31,53807946,Micro Business,Large,private,264,368,-7.024582531,860.0,8.0,2.1925
187186,31,53807946,Micro Business,Large,private,265,369,-7.028716182,860.0,8.0,2.1925
42482,34,122859751,No Information,No Information,private,246,8,-4.726841047,269.0,1.0,3.9825
89250,26,1130500,Micro Business,Micro Business,public,11,4,0.606646989,292.0,137.0,4.5925
21660,62,112778832,Medium,Large,private,45,96,-4.608496798,784.0,15.0,4.3125
16898,61,32956812,Small,No Information,private,177,78,-5.400399332,679.0,1.0,7.0625
16898,61,32956812,Small,No Information,private,178,79,-5.388318437,679.0,1.0,7.0625
121464,30,26617349,No Information,No Information,private,28,58,-1.550410462,648.0,8.0,3.3125
89204,31,602702787,Large,Large,private,764,740,-6.584790746,230.0,0.0,2.6725
89204,31,602702787,Large,Large,private,765,741,-6.586170104,230.0,0.0,2.6725
153190,26,58791387,Small,Micro Business,public,28,11,-3.983267271,420.0,11.0,2.1125
38199,62,46340875,Small,Large,private,227,250,0.029531321,910.0,6.0,4.2225
42126,61,84823200,Micro Business,No Information,public,36,17,5.245277778,78.0,12.0,6.358333333
42126,61,84823200,Micro Business,No Information,public,37,18,5.262972973,78.0,12.0,6.358333333
42126,61,84823200,Micro Business,Micro Business,public,38,3,5.279736842,68.0,12.0,6.358333333
51123,34,4218187,No Information,Large,private,5,154,-5.296285714,908.0,25.0,2.7025
44030,37,6414100,Micro Business,No Information,private,9,9,-4.949707602,126.0,22.0,4.8125
72560,33,602702787,Large,Large,private,766,742,-6.587389203,231.0,0.0,2.7925
135219,61,9993474,Micro Business,Medium,public,26,5,-6.516758242,774.0,107.0,2.1625
135219,61,9993474,Micro Business,No Information,public,27,16,-6.577248677,643.0,107.0,2.1625
135219,61,9993474,Micro Business,No Information,public,28,17,-6.633418367,643.0,107.0,2.1625
135219,61,9993474,Micro Business,No Information,public,29,18,-6.685714286,643.0,107.0,2.1625
187186,60,40449290,No Information,Large,private,23,6,-7.68218372,320.0,6.0,1.4125
187186,41,40449290,No Information,Large,private,24,56,-7.732926065,909.0,6.0,1.4125
187186,61,40449290,No Information,Large,private,25,7,-7.779609023,320.0,6.0,1.4125
89227,37,33463154,No Information,Large,public,38,12,-6.005464613,758.0,4.0,2.8225
208564,61,84608587,Small,No Information,private,113,115,-5.798830705,699.0,4.0,2.4025
712580,76,44753411,Micro Business,Large,private,12,172,-5.946983225,915.0,98.0,2.4125
137295,34,12701168,Small,Large,private,2,129,-7.83,909.0,26.0,2.8025
319605,30,252892500,Medium,No Information,private,203,1326,-7.627129523,747.0,1.0,2.5725
68306,62,46340875,Small,Large,private,228,73,-0.000642062,901.0,0.0,3.4625
78064,32,6085232,Small,Large,public,3,43,-7.466666667,834.0,6.0,2.7225
161721,28,78610993,Medium,Large,private,17,220,-6.180843081,912.0,54.0,2.1625
37591,35,52732642,Small,No Information,private,478,139,-1.727752416,910.0,5.0,3.0125
37591,35,52732642,Small,No Information,private,479,451,-1.739385501,911.0,5.0,3.0125
37591,35,52732642,Small,No Information,private,480,452,-1.750970114,911.0,5.0,3.0125
37591,36,52732642,Small,No Information,private,481,453,-1.762506559,911.0,5.0,3.0125
37591,35,52732642,Small,No Information,private,482,454,-1.773995135,911.0,5.0,3.0125
37591,35,52732642,Small,No Information,private,483,455,-1.785436139,911.0,5.0,3.0125
37591,35,52732642,Small,No Information,private,484,456,-1.796829866,911.0,5.0,3.0125
37591,35,52732642,Small,No Information,private,485,457,-1.808176608,911.0,5.0,3.0125
37591,35,52732642,Small,No Information,private,486,458,-1.819476656,911.0,5.0,3.0125
37591,35,52732642,Small,No Information,private,487,459,-1.830730298,911.0,5.0,3.0125
37591,35,52732642,Small,No Information,private,488,460,-1.841937818,911.0,5.0,3.0125
37591,35,52732642,Small,No Information,private,489,461,-1.853099499,911.0,5.0,3.0125
187186,44,102152075,Small,Large,private,214,221,-2.422453213,909.0,1.0,2.9425
246041,43,20202423,No Information,Large,private,6,6,-7.883333333,749.0,77.0,2.1625
246041,43,20202423,No Information,Large,private,8,7,-7.95,749.0,77.0,2.1625
246041,43,20202423,No Information,Large,private,9,8,-7.972222222,749.0,77.0,2.1625
541866,46,53550675,Micro Business,Medium,public,9,17,-5.882913806,517.0,12.0,2.0325
2420306,30,252892500,Medium,No Information,private,204,1327,-7.630918104,748.0,0.0,1.9125
2420306,30,252892500,Medium,No Information,private,205,1328,-7.634669723,748.0,0.0,1.9125
2420306,30,252892500,Medium,No Information,private,206,1329,-7.638384919,748.0,0.0,1.9125
2420306,30,252892500,Medium,No Information,private,207,1330,-7.642064219,748.0,0.0,1.9125
2420306,30,252892500,Medium,No Information,private,208,1331,-7.645708141,748.0,0.0,1.9125
2420306,30,252892500,Medium,No Information,private,209,1332,-7.649317193,748.0,0.0,1.9125
2420306,30,252892500,Medium,No Information,private,210,1333,-7.652891873,748.0,0.0,1.9125
54160,57,94370426,Small,No Information,private,121,129,-4.984772454,915.0,13.0,2.6525
54160,57,94370426,Small,No Information,private,122,130,-5.006700549,915.0,13.0,2.6525
54160,29,94370426,Small,No Information,private,123,28,-5.028272089,134.0,13.0,2.6525
75536,29,21205800,Small,Large,public,8,9,0.88375,106.0,34.0,1.758333333
187186,36,22336776,Small,Large,private,2,222,-7.295,909.0,77.0,3.2225
40460,32,13909753,Micro Business,Large,private,34,63,-7.264148607,912.0,15.0,4.2925
1123707,48,398392573,Large,Micro Business,public,22,136,-7.162903359,876.0,13.0,2.1625
56582,32,602702787,Large,Large,private,767,743,-6.588383481,232.0,1.0,2.9625
56582,32,602702787,Large,Large,private,768,744,-6.589375169,232.0,1.0,2.9625
56582,32,602702787,Large,Large,private,769,745,-6.590364278,232.0,1.0,2.9625
56582,32,602702787,Large,Large,private,770,746,-6.591350818,232.0,1.0,2.9625
347793,34,35793121,Small,Micro Business,public,77,142,-1.798491684,904.0,28.0,1.7125
347793,34,35793121,Small,No Information,public,78,83,-1.885690508,849.0,28.0,1.7125
347793,34,35793121,Small,No Information,public,79,84,-1.970681768,849.0,28.0,1.7125
187186,36,67178403,No Information,Large,private,118,217,-6.505360512,279.0,7.0,2.1625
153595,90,2286900,No Information,No Information,private,2,15,-7.105,915.0,2.0,2.6525
19694,32,23260008,Micro Business,No Information,private,17,4,-5.237205882,3.0,3.0,4.1025
46711,89,1903495,No Information,No Information,private,20,18,-1.145944099,855.0,92.0,4.5625
67473,36,32956812,Small,No Information,private,179,93,-5.395925597,913.0,1.0,3.5625
67473,64,32956812,Small,No Information,private,180,80,-5.403448232,681.0,1.0,3.5625
67473,64,32956812,Small,No Information,private,181,81,-5.410887745,681.0,1.0,3.5625
109500,32,26886306,Micro Business,Micro Business,public,3,8,-7.958596491,780.0,55.0,2.1825
130900,70,47725298,No Information,Large,private,453,565,-1.894268901,896.0,6.0,2.7525
31749,48,19411042,Micro Business,Large,private,25,88,-5.286438414,873.0,9.0,5.1025
20230,64,20489158,No Information,No Information,private,53,40,-2.414874359,364.0,9.0,4.0425
53971,32,602702787,Large,Large,private,771,747,-6.592282918,232.0,0.0,3.0025
19307,32,220440360,Small,Large,private,91,38,-1.389248877,128.0,37.0,4.958333333
19307,32,220440360,Small,Large,private,92,39,-1.325235302,128.0,37.0,4.958333333
187186,26,47600000,Large,Large,private,2,39,-8.5,912.0,19.0,1.8125
541165,63,112236173,Micro Business,Small,private,14,14,-7.313877551,147.0,20.0,2.1625
621595,61,68430935,Medium,Large,private,49,6,-3.339139942,658.0,24.0,2.2625
621595,61,68430935,Medium,No Information,private,50,9,-3.433357143,838.0,24.0,2.2625
621595,61,68430935,Medium,No Information,private,51,10,-3.523879552,838.0,24.0,2.2625
66355,31,15389242,Micro Business,Micro Business,public,4,12,-7.588947368,804.0,29.0,2.4925
137500,34,5359500,Micro Business,Micro Business,public,12,4,-5.935263158,65.0,6.0,3.4525
335104,31,119799089,Small,Large,private,68,72,-4.803385494,695.0,27.0,2.2125
335104,31,119799089,Small,Large,private,69,3,-4.851162516,37.0,27.0,2.2125
335104,31,119799089,Small,Large,private,70,4,-4.89757448,37.0,27.0,2.2125
187186,62,73751375,Small,No Information,private,51,101,-3.718022964,709.0,13.0,2.5025
71764,40,39778653,Small,Large,private,74,148,-2.149232823,904.0,8.0,2.4425
114209,89,19978989,No Information,Large,private,13,154,-5.978321678,916.0,1.0,3.0525
187186,46,87752584,No Information,Large,private,16,213,-8.925625,888.0,8.0,1.4125
53116,61,4255839,Micro Business,Large,public,41,9,8.104146341,117.0,6.0,6.458333333
53116,61,4255839,Micro Business,Large,public,42,10,8.054047619,117.0,6.0,6.458333333
53116,0,4255839,Micro Business,Large,private,43,65,8.00627907,63.0,6.0,6.458333333
117735,67,12563889,Micro Business,Medium,private,18,7,-6.320957602,31.0,6.0,2.5825
117735,67,12563889,Micro Business,Medium,private,19,8,-6.395117729,31.0,6.0,2.5825
37140,32,5831000,Small,No Information,private,13,7,0.404908425,127.0,61.0,2.358333333
36610,31,11587995,Micro Business,Large,public,21,23,-5.012794313,260.0,17.0,4.2725
187186,31,222222683,No Information,No Information,private,112,412,-5.026920818,904.0,6.0,1.2725
174724,31,59252963,Small,Small,public,50,4,-8.319515789,911.0,15.0,2.1025
2086760,60,83195563,Micro Business,Large,private,7,33,-8.171052632,778.0,35.0,2.5625
2086760,60,83195563,Micro Business,Large,private,8,34,-8.118421053,778.0,35.0,2.5625
187186,31,179089593,Medium,Large,private,142,70,-8.450831304,606.0,8.0,1.5125
187186,31,179089593,Medium,Large,private,143,71,-8.453273043,606.0,8.0,1.5125
187186,31,3619994,No Information,Large,public,8,5,-6.090296053,133.0,10.0,3.3125
150790,35,10540188,Micro Business,Large,private,9,5,-7.477777778,828.0,119.0,1.9125
150790,91,10540188,Micro Business,Large,private,10,9,-7.57,275.0,119.0,1.9125
150790,91,10540188,Micro Business,Large,private,11,10,-7.645454545,275.0,119.0,1.9125
150790,91,10540188,Micro Business,Medium,private,12,12,-7.708333333,853.0,119.0,1.9125
347793,31,123434308,Small,Large,private,29,138,-5.213671619,793.0,14.0,1.7125
1140000,28,29400000,Small,Micro Business,public,2,5,-8.775,798.0,42.0,1.5625
102953,73,12209400,Small,Large,private,369,704,-1.638374574,13.0,0.0,3.138333333
187186,31,26276480,Micro Business,Large,private,57,70,-6.821443081,679.0,43.0,9.5525
19770,62,112778832,Medium,Large,public,46,7,-4.643529476,632.0,2.0,4.0925
187186,31,23638755,No Information,No Information,private,24,186,-2.990256211,738.0,27.0,2.5625
194363,38,122859751,No Information,Large,private,247,130,-4.740011731,911.0,1.0,2.3325
187186,29,34562620,Medium,Large,private,102,6,-0.586030579,111.0,17.0,1.348333333
187186,29,34562620,Medium,Large,private,103,227,-0.571700185,127.0,17.0,1.348333333
132727,31,176999436,Small,Large,private,174,520,-3.357794019,916.0,15.0,2.4925
66470,31,13583041,Small,No Information,private,29,67,-7.791125227,898.0,14.0,3.1725
